Region,rank_nac,uv_nombre,Comuna,c_ig_nac,c_ig_reg,c_ig_com,pob_rsh_uv,uv_definida
ANTOFAGASTA,6443,23,CALAMA,4,4,3,3443,True
COQUIMBO,6444,PALQUIAL,SALAMANCA,4,4,4,311,True
VALPARAISO,6445,TRANQUE SUR,VINA DEL MAR,4,4,3,725,True
METROPOLITANA DE SANTIAGO,6446,50,SANTIAGO,4,4,4,11118,True
METROPOLITANA DE SANTIAGO,6447,20,SANTIAGO,4,4,4,5463,True
VALPARAISO,6448,COIA,VINA DEL MAR,4,4,3,671,True
BIOBIO,6449,0035,CONCEPCION,4,4,4,1087,True
METROPOLITANA DE SANTIAGO,6450,017,QUILICURA,4,4,3,7669,True
MAULE,6451,LOS MAQUIS,TALCA,4,4,4,1102,True
METROPOLITANA DE SANTIAGO,6452,16,SANTIAGO,4,4,4,5946,True
METROPOLITANA DE SANTIAGO,6453,1,LA FLORIDA,4,4,4,7231,True
METROPOLITANA DE SANTIAGO,6454,07R,MELIPILLA,4,4,4,55,True
ANTOFAGASTA,6455,OSCAR BONILLA,ANTOFAGASTA,4,4,3,3874,True
METROPOLITANA DE SANTIAGO,6456,7,SANTIAGO,4,4,4,7548,True
LOS LAGOS,6457,4,OSORNO,4,4,4,6095,True
VALPARAISO,6458,LOS LIRIOS - EL BOSQUE,VINA DEL MAR,4,4,3,1611,True
LA ARAUCANIA,6459,ACCESO NORTE,TEMUCO,4,4,4,4925,True
METROPOLITANA DE SANTIAGO,6460,018,SAN JOAQUIN,4,4,4,660,True
METROPOLITANA DE SANTIAGO,6461,032,QUILICURA,4,4,3,3539,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6462,BARRIO SUR,PUNTA ARENAS,4,3,3,2857,True
VALPARAISO,6463,5 SECTOR,VINA DEL MAR,4,4,3,2552,True
LA ARAUCANIA,6464,ESTADIO,PUCON,4,4,4,537,True
BIOBIO,6465,21SR,TALCAHUANO,4,4,4,0,True
VALPARAISO,6466,149,VINA DEL MAR,4,4,3,12104,True
METROPOLITANA DE SANTIAGO,6467,023,NUNOA,4,4,1,5221,True
VALPARAISO,6468,3 SECTOR B,VINA DEL MAR,4,4,3,1491,True
METROPOLITANA DE SANTIAGO,6469,28,SANTIAGO,4,4,4,1037,True
METROPOLITANA DE SANTIAGO,6470,24,SAN MIGUEL,4,4,3,5749,True
METROPOLITANA DE SANTIAGO,6471,COOPERATIVA,CALERA DE TANGO,4,4,4,513,True
ANTOFAGASTA,6472,MANUEL ANTONIO MATTA,ANTOFAGASTA,4,4,3,8087,True
VALPARAISO,6473,VICENTE NARANJO,VINA DEL MAR,4,4,3,814,True
TARAPACA,6474,DUNAS 1,IQUIQUE,4,4,3,2974,True
ANTOFAGASTA,6475,ESMERALDA,ANTOFAGASTA,4,4,4,1884,True
METROPOLITANA DE SANTIAGO,6476,020,QUILICURA,4,4,4,4299,True
METROPOLITANA DE SANTIAGO,6477,46,SANTIAGO,4,4,4,4553,True
LOS RIOS,6478,8,VALDIVIA,4,4,4,2976,True
ANTOFAGASTA,6479,5,CALAMA,4,4,4,7141,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6480,21 DE MAYO,PUNTA ARENAS,4,3,3,1325,True
METROPOLITANA DE SANTIAGO,6481,29,PUDAHUEL,4,4,4,5782,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6482,SAN JUAN,MACHALI,4,4,3,1736,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6483,GOBERNADOR VIEL,PUNTA ARENAS,4,4,3,1999,True
METROPOLITANA DE SANTIAGO,6484,033,QUILICURA,4,4,4,2518,True
METROPOLITANA DE SANTIAGO,6485,012R,LO BARNECHEA,4,4,1,321,True
VALPARAISO,6486,37,QUILPUE,4,4,4,1321,True
METROPOLITANA DE SANTIAGO,6487,PUNTILLA,PIRQUE,4,4,4,1812,True
BIOBIO,6488,H. FAMILIARES,TALCAHUANO,4,4,4,5109,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,6489,SECTOR PLAZA,COYHAIQUE,4,4,4,434,True
VALPARAISO,6490,009,CONCON,4,4,3,1456,True
METROPOLITANA DE SANTIAGO,6491,015,QUILICURA,4,4,4,3655,True
VALPARAISO,6492,SOL NACIENTE,VINA DEL MAR,4,4,3,1340,True
ANTOFAGASTA,6493,CHILE NUEVO,ANTOFAGASTA,4,4,4,9079,True
METROPOLITANA DE SANTIAGO,6494,27,LA FLORIDA,4,4,4,694,True
METROPOLITANA DE SANTIAGO,6495,5,HUECHURABA,4,4,2,2788,True
LOS RIOS,6496,12,VALDIVIA,4,4,4,2913,True
METROPOLITANA DE SANTIAGO,6497,029,RENCA,4,4,4,439,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6498,JUAN WILLIAMS,PUNTA ARENAS,4,4,3,958,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6499,17,RANCAGUA,4,4,4,3386,True
METROPOLITANA DE SANTIAGO,6500,A78,PUENTE ALTO,4,4,4,1209,True
ÑUBLE,6501,PANAMERICANA NORTE PUENTE NUBLE,CHILLAN,4,4,4,1192,True
COQUIMBO,6502,EL BOLDO,SALAMANCA,4,4,4,145,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6503,7,PORVENIR,4,4,4,62,True
METROPOLITANA DE SANTIAGO,6504,18,PUDAHUEL,4,4,4,701,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6505,MUNOZ GAMERO,PUNTA ARENAS,4,4,3,939,True
METROPOLITANA DE SANTIAGO,6506,B01,PUENTE ALTO,4,4,4,826,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6507,35,RANCAGUA,4,4,4,2046,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6508,CECIL RASMUSSEN,PUNTA ARENAS,4,4,3,2109,True
VALPARAISO,6509,199,VALPARAISO,4,4,4,2737,True
COQUIMBO,6510,EL MILAGRO,LA SERENA,4,4,4,8502,True
METROPOLITANA DE SANTIAGO,6511,CHICUREO,COLINA,4,4,4,7239,True
METROPOLITANA DE SANTIAGO,6512,LO HERMITA,CALERA DE TANGO,4,4,4,363,True
TARAPACA,6513,VILLA LAS PARINAS,IQUIQUE,4,4,3,1727,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6514,AVENIDA REPUBLICA,PUNTA ARENAS,4,4,3,834,True
LOS LAGOS,6515,LA POZA LA LAJA,PUERTO VARAS,4,4,3,2071,True
ANTOFAGASTA,6516,BAQUEDANO,ANTOFAGASTA,4,4,4,2489,True
BIOBIO,6517,01U,CHIGUAYANTE,4,4,4,1324,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6518,BARRIO COLONIAL,MACHALI,4,4,3,1093,True
METROPOLITANA DE SANTIAGO,6519,008,QUILICURA,4,4,4,9872,True
METROPOLITANA DE SANTIAGO,6520,19,SAN MIGUEL,4,4,3,3625,True
METROPOLITANA DE SANTIAGO,6521,8,SANTIAGO,4,4,4,7218,True
METROPOLITANA DE SANTIAGO,6522,52,SAN MIGUEL,4,4,3,2607,True
MAULE,6523,GENERAL URRUTIA,TALCA,4,4,4,893,True
ANTOFAGASTA,6524,LOS CONDORES,ANTOFAGASTA,4,4,4,12847,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6525,12,SAN FERNANDO,4,4,4,136,True
ARICA Y PARINACOTA,6526,BOSQUE AZAPA,ARICA,4,4,4,289,True
METROPOLITANA DE SANTIAGO,6527,25,PENALOLEN,4,4,4,6942,True
TARAPACA,6528,PUEBLO NUEVO,IQUIQUE,4,4,3,6323,True
VALPARAISO,6529,4 SECTOR,VINA DEL MAR,4,4,3,969,True
METROPOLITANA DE SANTIAGO,6530,SIN DEF COMUNAL,HUECHURABA,4,4,3,1298,False
METROPOLITANA DE SANTIAGO,6531,023,SAN JOAQUIN,4,4,4,1916,True
BIOBIO,6532,0027,CONCEPCION,4,4,4,1279,True
VALPARAISO,6533,ERNESTO PINTO LAGARRIGUE,VINA DEL MAR,4,4,3,2409,True
VALPARAISO,6534,LAS BRISAS - VISTA MAR,VINA DEL MAR,4,4,3,667,True
METROPOLITANA DE SANTIAGO,6535,20,MAIPU,4,4,4,6259,True
VALPARAISO,6536,MANUEL RODRIGUEZ,VINA DEL MAR,4,4,3,824,True
METROPOLITANA DE SANTIAGO,6537,05R,MELIPILLA,4,4,4,91,True
LOS LAGOS,6538,11,OSORNO,4,4,4,1379,True
TARAPACA,6539,REMODELACION EL MORRO,IQUIQUE,4,4,3,601,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6540,BARRIO YUGOSLAVO,PUNTA ARENAS,4,4,3,2225,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6541,BARRIO PRAT,PUNTA ARENAS,4,4,3,3602,True
METROPOLITANA DE SANTIAGO,6542,008,SAN JOAQUIN,4,4,4,2545,True
LOS LAGOS,6543,LA ESPERANZA,PUERTO VARAS,4,4,3,2182,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6544,MIRAFLORES ALTO,PUNTA ARENAS,4,4,3,1698,True
VALPARAISO,6545,SEDAMAR ORIENTE,VINA DEL MAR,4,4,3,820,True
ANTOFAGASTA,6546,BELLAVISTA,ANTOFAGASTA,4,4,4,3210,True
COQUIMBO,6547,TRANQUILLA,SALAMANCA,4,4,4,892,True
METROPOLITANA DE SANTIAGO,6548,12,PENALOLEN,4,4,4,3695,True
LOS LAGOS,6549,SIN DEF COMUNAL,FRUTILLAR,4,4,4,301,False
BIOBIO,6550,SANTA MARIA,TALCAHUANO,4,4,4,4058,True
COQUIMBO,6551,CHILLEPIN,SALAMANCA,4,4,4,1554,True
VALPARAISO,6552,CANAL BEAGLE,VINA DEL MAR,4,4,3,2084,True
METROPOLITANA DE SANTIAGO,6553,30,PUDAHUEL,4,4,4,5074,True
VALPARAISO,6554,209,VALPARAISO,4,4,4,2005,True
ANTOFAGASTA,6555,22,CALAMA,4,4,4,575,True
METROPOLITANA DE SANTIAGO,6556,7,LA FLORIDA,4,4,4,5126,True
COQUIMBO,6557,URBANA,SALAMANCA,4,4,4,908,True
METROPOLITANA DE SANTIAGO,6558,NUEVO LINDEROS,BUIN,4,4,4,3893,True
VALPARAISO,6559,123,VALPARAISO,4,4,4,3210,True
ANTOFAGASTA,6560,SOR A SIGLIA Z,ANTOFAGASTA,4,4,4,1077,True
METROPOLITANA DE SANTIAGO,6561,004,LO BARNECHEA,4,4,2,16725,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6562,SAN MIGUEL,PUNTA ARENAS,4,4,3,1786,True
VALPARAISO,6563,VILLA LONDRES,VINA DEL MAR,4,4,3,450,True
VALPARAISO,6564,VILLA LINDA NORTE,VINA DEL MAR,4,4,3,1115,True
METROPOLITANA DE SANTIAGO,6565,SANTA ELENA,COLINA,4,4,4,3287,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6566,EL MAITEN,MACHALI,4,4,3,1255,True
VALPARAISO,6567,RICARDO SANTA CRUZ,LA CRUZ,4,4,4,1176,True
METROPOLITANA DE SANTIAGO,6568,22,HUECHURABA,4,4,3,949,True
VALPARAISO,6569,2 SECTOR B,VINA DEL MAR,4,4,3,2386,True
METROPOLITANA DE SANTIAGO,6570,VILLA SAN AGUSTIN,CALERA DE TANGO,4,4,4,1155,True
METROPOLITANA DE SANTIAGO,6571,064,SAN BERNARDO,4,4,4,1355,True
METROPOLITANA DE SANTIAGO,6572,005,QUILICURA,4,4,4,14384,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6573,SANTA AURORA,MACHALI,4,4,3,18,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6574,31,RANCAGUA,4,4,4,2704,True
VALPARAISO,6575,BUENOS AMIGOS SUR,VINA DEL MAR,4,4,3,545,True
VALPARAISO,6576,MIRAFLORES BAJO,VINA DEL MAR,4,4,3,1816,True
VALPARAISO,6577,VILLA COLUMBIA,VINA DEL MAR,4,4,3,1158,True
METROPOLITANA DE SANTIAGO,6578,14,ESTACION CENTRAL,4,4,4,1166,True
ANTOFAGASTA,6579,19,CALAMA,4,4,4,3724,True
ANTOFAGASTA,6580,SALITRE BAJO,ANTOFAGASTA,4,4,4,1028,True
TARAPACA,6581,PLAN COSTERO,IQUIQUE,4,4,3,543,True
METROPOLITANA DE SANTIAGO,6582,7,MACUL,4,4,3,2944,True
METROPOLITANA DE SANTIAGO,6583,46,SAN MIGUEL,4,4,3,6971,True
VALPARAISO,6584,1,QUILPUE,4,4,4,1327,True
METROPOLITANA DE SANTIAGO,6585,014,RENCA,4,4,4,913,True
ANTOFAGASTA,6586,21,CALAMA,4,4,4,1074,True
VALPARAISO,6587,AMPLIACION VILLA DULCE NORTE,VINA DEL MAR,4,4,3,1720,True
VALPARAISO,6588,VILLA GENESIS,VINA DEL MAR,4,4,4,478,True
METROPOLITANA DE SANTIAGO,6589,013,QUILICURA,4,4,4,5973,True
METROPOLITANA DE SANTIAGO,6590,1,HUECHURABA,4,4,3,5510,True
METROPOLITANA DE SANTIAGO,6591,6,PENALOLEN,4,4,4,1999,True
VALPARAISO,6592,008,CONCON,4,4,4,1562,True
TARAPACA,6593,EL MORRO,IQUIQUE,4,4,3,2062,True
METROPOLITANA DE SANTIAGO,6594,9,RECOLETA,4,4,4,1654,True
BIOBIO,6595,0062,CONCEPCION,4,4,4,7013,True
TARAPACA,6596,LA PUNTILLA,IQUIQUE,4,4,3,986,True
ANTOFAGASTA,6597,FAVORECEDORA,ANTOFAGASTA,4,4,4,2899,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6598,CATARATAS DEL NIAGARA- ALTOS DEL BOSQUE,PUNTA ARENAS,4,4,4,693,True
VALPARAISO,6599,MACKENNA,VINA DEL MAR,4,4,4,562,True
METROPOLITANA DE SANTIAGO,6600,9,MACUL,4,4,3,5377,True
METROPOLITANA DE SANTIAGO,6601,25,SANTIAGO,4,4,4,3355,True
METROPOLITANA DE SANTIAGO,6602,15,LA FLORIDA,4,4,4,9523,True
VALPARAISO,6603,OLIVAR SUR,VINA DEL MAR,4,4,4,2338,True
VALPARAISO,6604,LA HACIENDA,VINA DEL MAR,4,4,4,984,True
VALPARAISO,6605,005,CONCON,4,4,4,2770,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6606,EL OVEJERO,PUNTA ARENAS,4,4,4,1182,True
METROPOLITANA DE SANTIAGO,6607,SANTA RITA,PIRQUE,4,4,4,1575,True
METROPOLITANA DE SANTIAGO,6608,2,PROVIDENCIA,4,4,2,4210,True
TARAPACA,6609,SALITRERA VICTORIA,IQUIQUE,4,4,3,1171,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6610,BERNARDO OHIGGINS,SAN GREGORIO,4,4,4,158,True
VALPARAISO,6611,ALEJANDRO NAVARRETE,VINA DEL MAR,4,4,4,1266,True
VALPARAISO,6612,CHORRILLOS BAJO,VINA DEL MAR,4,4,4,1882,True
METROPOLITANA DE SANTIAGO,6613,002,SAN JOAQUIN,4,4,4,2444,True
ANTOFAGASTA,6614,13,CALAMA,4,4,4,6867,True
VALPARAISO,6615,127,VINA DEL MAR,4,4,4,715,True
VALPARAISO,6616,ARSENIO OLGUIN,VINA DEL MAR,4,4,4,230,True
METROPOLITANA DE SANTIAGO,6617,11,PROVIDENCIA,4,4,2,893,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6618,13,SAN FERNANDO,4,4,4,933,True
METROPOLITANA DE SANTIAGO,6619,023,QUILICURA,4,4,4,8011,True
METROPOLITANA DE SANTIAGO,6620,016,QUILICURA,4,4,4,8515,True
METROPOLITANA DE SANTIAGO,6621,018,QUILICURA,4,4,4,2295,True
ANTOFAGASTA,6622,HOSPITAL SUR,ANTOFAGASTA,4,4,4,2430,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6623,4,PORVENIR,4,4,4,161,True
MAULE,6624,UNIVERSIDAD,TALCA,4,4,4,2474,True
ANTOFAGASTA,6625,P. KRUGER,ANTOFAGASTA,4,4,4,1540,True
METROPOLITANA DE SANTIAGO,6626,3,PROVIDENCIA,4,4,2,4514,True
MAULE,6627,MERCADO,TALCA,4,4,4,510,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6628,5 DE ABRIL,PUNTA ARENAS,4,4,4,609,True
VALPARAISO,6629,VILLA DULCE NORTE,VINA DEL MAR,4,4,4,2063,True
METROPOLITANA DE SANTIAGO,6630,016,RENCA,4,4,4,1155,True
VALPARAISO,6631,126,VINA DEL MAR,4,4,4,1055,True
ANTOFAGASTA,6632,SALAR DEL CARMEN,ANTOFAGASTA,4,4,4,2421,True
METROPOLITANA DE SANTIAGO,6633,13,MACUL,4,4,3,8794,True
LOS LAGOS,6634,17,OSORNO,4,4,4,850,True
METROPOLITANA DE SANTIAGO,6635,4,LA FLORIDA,4,4,4,5334,True
VALPARAISO,6636,FATIMA,VINA DEL MAR,4,4,4,381,True
VALPARAISO,6637,LAS SIRENAS,SANTO DOMINGO,4,4,3,648,True
METROPOLITANA DE SANTIAGO,6638,011,LO BARNECHEA,4,4,2,1225,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6639,JUAN LADRILLEROS,PUNTA ARENAS,4,4,4,913,True
LOS LAGOS,6640,PELLUCO ALTO,PUERTO MONTT,4,4,4,109,True
METROPOLITANA DE SANTIAGO,6641,B07,PUENTE ALTO,4,4,4,1250,True
ATACAMA,6642,14,COPIAPO,4,4,4,4818,True
METROPOLITANA DE SANTIAGO,6643,C22,LAS CONDES,4,4,1,5707,True
MAULE,6644,LAS HERAS,TALCA,4,4,4,1126,True
METROPOLITANA DE SANTIAGO,6645,030,SAN JOAQUIN,4,4,4,3514,True
VALPARAISO,6646,142,VINA DEL MAR,4,4,4,620,True
METROPOLITANA DE SANTIAGO,6647,4,SANTIAGO,4,4,4,6614,True
VALPARAISO,6648,SIETE HERMANAS,VINA DEL MAR,4,4,4,839,True
COQUIMBO,6649,AERÓDROMO TUQUI,OVALLE,4,4,4,1305,True
ÑUBLE,6650,003U,CHILLAN VIEJO,4,4,4,1054,True
METROPOLITANA DE SANTIAGO,6651,025,RENCA,4,4,4,856,True
METROPOLITANA DE SANTIAGO,6652,20,SAN MIGUEL,4,4,4,9335,True
VALPARAISO,6653,3 SECTOR A,VINA DEL MAR,4,4,4,1069,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,6654,SECTOR REGIMIENTO,COYHAIQUE,4,4,4,935,True
METROPOLITANA DE SANTIAGO,6655,44,SANTIAGO,4,4,4,5767,True
METROPOLITANA DE SANTIAGO,6656,14,PADRE HURTADO,4,4,4,7652,True
METROPOLITANA DE SANTIAGO,6657,SIN DEF COMUNAL,SANTIAGO,4,4,4,391,False
VALPARAISO,6658,011,CONCON,4,4,4,2435,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6659,MAURICIO BRAUM,PUNTA ARENAS,4,4,4,1289,True
TARAPACA,6660,MATILLA,IQUIQUE,4,4,4,2775,True
ANTOFAGASTA,6661,LOS HEROES,ANTOFAGASTA,4,4,4,1766,True
ANTOFAGASTA,6662,COVADONGA,ANTOFAGASTA,4,4,4,1143,True
VALPARAISO,6663,MONTERREY,VINA DEL MAR,4,4,4,1082,True
METROPOLITANA DE SANTIAGO,6664,024,NUNOA,4,4,1,5191,True
METROPOLITANA DE SANTIAGO,6665,033,NUNOA,4,4,1,2323,True
TARAPACA,6666,PUQUIOS 2,IQUIQUE,4,4,4,3077,True
LOS LAGOS,6667,LAS PALMERAS,PUERTO VARAS,4,4,4,843,True
METROPOLITANA DE SANTIAGO,6668,20,ESTACION CENTRAL,4,4,4,2115,True
BIOBIO,6669,0028,CONCEPCION,4,4,4,2882,True
METROPOLITANA DE SANTIAGO,6670,CERVERA,BUIN,4,4,4,160,True
TARAPACA,6671,PLAZA BRASIL,IQUIQUE,4,4,4,1567,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6672,SELKNAM,PUNTA ARENAS,4,4,4,2415,True
METROPOLITANA DE SANTIAGO,6673,2,MACUL,4,4,4,5260,True
BIOBIO,6674,0002,CONCEPCION,4,4,4,2354,True
VALPARAISO,6675,PARROQUIA,VINA DEL MAR,4,4,4,2405,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6676,VILLA LAS NIEVES,PUNTA ARENAS,4,4,4,2411,True
COQUIMBO,6677,SANTA ROSA,SALAMANCA,4,4,4,346,True
METROPOLITANA DE SANTIAGO,6678,015,NUNOA,4,4,1,1569,True
LOS LAGOS,6679,LAS LAGUNAS,PUERTO MONTT,4,4,4,8492,True
VALPARAISO,6680,1 SECTOR A,VINA DEL MAR,4,4,4,1289,True
LOS LAGOS,6681,PARQUE IVIAN,PUERTO VARAS,4,4,4,3799,True
TARAPACA,6682,MAMINA,IQUIQUE,4,4,4,1142,True
VALPARAISO,6683,LAS COLINAS,VINA DEL MAR,4,4,4,1083,True
METROPOLITANA DE SANTIAGO,6684,030,NUNOA,4,4,1,3482,True
VALPARAISO,6685,LOS ALMENDROS,VINA DEL MAR,4,4,4,1378,True
VALPARAISO,6686,1 SECTOR B,VINA DEL MAR,4,4,4,826,True
METROPOLITANA DE SANTIAGO,6687,8,PENALOLEN,4,4,4,1289,True
BIOBIO,6688,SIN DEF COMUNAL,CONCEPCION,4,4,4,1308,False
LOS LAGOS,6689,LA CODICIA,PUERTO VARAS,4,4,4,3438,True
VALPARAISO,6690,1,ZAPALLAR,4,4,4,1528,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6691,RECREO,MACHALI,4,4,3,306,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6692,MANUEL BULNES,PUNTA ARENAS,4,4,4,1231,True
TARAPACA,6693,GRANADEROS,IQUIQUE,4,4,4,2025,True
METROPOLITANA DE SANTIAGO,6694,BUIN ORIENTE,BUIN,4,4,4,3510,True
METROPOLITANA DE SANTIAGO,6695,25,HUECHURABA,4,4,3,2277,True
METROPOLITANA DE SANTIAGO,6696,11,LA REINA,4,4,2,2843,True
VALPARAISO,6697,MIRADOR DE RENACA,VINA DEL MAR,4,4,4,3879,True
METROPOLITANA DE SANTIAGO,6698,18,SAN MIGUEL,4,4,4,808,True
METROPOLITANA DE SANTIAGO,6699,24,HUECHURABA,4,4,3,4462,True
METROPOLITANA DE SANTIAGO,6700,15,MACUL,4,4,4,5605,True
METROPOLITANA DE SANTIAGO,6701,C23,LAS CONDES,4,4,1,16012,True
VALPARAISO,6702,HUERTO LAS PARCELAS,SANTO DOMINGO,4,4,3,2575,True
TARAPACA,6703,HEROES DE LA CONCEPCION,IQUIQUE,4,4,4,2522,True
VALPARAISO,6704,VILLA RUKAN,VINA DEL MAR,4,4,4,2992,True
TARAPACA,6705,PLAYA BRAVA,IQUIQUE,4,4,4,702,True
VALPARAISO,6706,LORD COCHRANE,VINA DEL MAR,4,4,4,1569,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6707,SAN MARCELINO,MACHALI,4,4,3,1053,True
VALPARAISO,6708,HOSPITAL NUEVA,VINA DEL MAR,4,4,4,1267,True
BIOBIO,6709,CARRIEL SUR,TALCAHUANO,4,4,4,550,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6710,DON BOSCO,PUNTA ARENAS,4,4,4,843,True
BIOBIO,6711,0026,CONCEPCION,4,4,4,2426,True
VALPARAISO,6712,JARDIN DEL MAR,VINA DEL MAR,4,4,4,3324,True
VALPARAISO,6713,VILLA MIRAFLORES,VINA DEL MAR,4,4,4,1311,True
VALPARAISO,6714,BOSQUE SANTA JULIA,VINA DEL MAR,4,4,4,3830,True
METROPOLITANA DE SANTIAGO,6715,15,ESTACION CENTRAL,4,4,4,4076,True
ANTOFAGASTA,6716,3,MARIA ELENA,4,4,4,654,True
VALPARAISO,6717,1 SECTOR C,VINA DEL MAR,4,4,4,990,True
METROPOLITANA DE SANTIAGO,6718,10,LA REINA,4,4,2,1548,True
METROPOLITANA DE SANTIAGO,6719,027,NUNOA,4,4,1,2492,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6720,HORNILLAS,PUNTA ARENAS,4,4,4,1749,True
METROPOLITANA DE SANTIAGO,6721,16,MACUL,4,4,4,3854,True
ANTOFAGASTA,6722,GRAN VIA,ANTOFAGASTA,4,4,4,4898,True
VALPARAISO,6723,164,VINA DEL MAR,4,4,4,3317,True
ANTOFAGASTA,6724,10,CALAMA,4,4,4,2245,True
BIOBIO,6725,NAHUELBUTA,SAN PEDRO DE LA PAZ,4,4,4,2914,True
METROPOLITANA DE SANTIAGO,6726,C9,LAS CONDES,4,4,1,9047,True
ANTOFAGASTA,6727,BARRIO INDUSTRIAL 2,ANTOFAGASTA,4,4,4,5877,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6728,LOS PORTONES,MACHALI,4,4,3,749,True
ANTOFAGASTA,6729,20,CALAMA,4,4,4,2205,True
BIOBIO,6730,0033,CONCEPCION,4,4,4,1315,True
METROPOLITANA DE SANTIAGO,6731,5,PROVIDENCIA,4,4,2,4936,True
VALPARAISO,6732,RAFAEL MORENO,SANTO DOMINGO,4,4,4,3351,True
VALPARAISO,6733,VILLA DEL MAR,VINA DEL MAR,4,4,4,1510,True
ANTOFAGASTA,6734,CHUQUICAMATA,ANTOFAGASTA,4,4,4,1048,True
METROPOLITANA DE SANTIAGO,6735,18,ESTACION CENTRAL,4,4,4,4170,True
TARAPACA,6736,HUANTAJAYA 4,IQUIQUE,4,4,4,2218,True
VALPARAISO,6737,VILLA DULCE CRAV,VINA DEL MAR,4,4,4,1303,True
ANTOFAGASTA,6738,SALITRERAS UNIDAS,ANTOFAGASTA,4,4,4,763,True
METROPOLITANA DE SANTIAGO,6739,ALTO ESMERALDA,COLINA,4,4,4,1276,True
METROPOLITANA DE SANTIAGO,6740,12,LA REINA,4,4,2,4628,True
METROPOLITANA DE SANTIAGO,6741,012,NUNOA,4,4,1,4961,True
METROPOLITANA DE SANTIAGO,6742,SANTA FILOMENA,COLINA,4,4,4,2125,True
METROPOLITANA DE SANTIAGO,6743,22,SAN MIGUEL,4,4,4,1459,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6744,ALTO LO CASTILLO,MACHALI,4,4,3,1986,True
ANTOFAGASTA,6745,VIENTOS DEL SUR,ANTOFAGASTA,4,4,4,7664,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6746,LOS FLAMENCOS,PUNTA ARENAS,4,4,4,237,True
ANTOFAGASTA,6747,003,SIERRA GORDA,4,4,4,304,True
METROPOLITANA DE SANTIAGO,6748,032,NUNOA,4,4,2,5742,True
METROPOLITANA DE SANTIAGO,6749,036,NUNOA,4,4,2,4907,True
TARAPACA,6750,PUQUIOS 1,IQUIQUE,4,4,4,2355,True
TARAPACA,6751,QUEBRADA BLANCA,IQUIQUE,4,4,4,2667,True
METROPOLITANA DE SANTIAGO,6752,10,MACUL,4,4,4,5119,True
METROPOLITANA DE SANTIAGO,6753,4,PROVIDENCIA,4,4,3,4409,True
VALPARAISO,6754,EMPART ETCHEVERS,VINA DEL MAR,4,4,4,508,True
TARAPACA,6755,VILLA MAGISTERIO,IQUIQUE,4,4,4,2624,True
METROPOLITANA DE SANTIAGO,6756,12,PROVIDENCIA,4,4,3,804,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6757,NOGALES PONIENTE,MACHALI,4,4,4,52,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6758,PARQUE SAN ANDRES,MACHALI,4,4,4,215,True
VALPARAISO,6759,HOSPITAL,VINA DEL MAR,4,4,4,2979,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6760,GENERAL BULNES,PUNTA ARENAS,4,4,4,2569,True
TARAPACA,6761,CAVANCHA,IQUIQUE,4,4,4,761,True
LOS LAGOS,6762,VERBO DIVINO,PUERTO VARAS,4,4,4,2270,True
