Region,rank_nac,uv_nombre,Comuna,c_ig_nac,c_ig_reg,c_ig_com,pob_rsh_uv,uv_definida
LA ARAUCANIA,357,CHUFQUEN,TRAIGUEN,1,1,2,1293,True
LOS LAGOS,358,ANCHIQUELMO,SAN JUAN DE LA COSTA,1,1,2,352,True
MAGALLANES Y DE LA ANTARTICA CHILENA,359,LAGUNA BLANCA,LAGUNA BLANCA,1,1,2,65,True
MAULE,360,EL SAUCE,CHANCO,1,1,1,386,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,361,LA BALSA (EL POZON LAGO LAPARENT),RIO IBANEZ,1,1,3,10,True
VALPARAISO,362,ALTOS DE CORDOVA,EL TABO,1,1,1,113,True
LOS LAGOS,363,12,QUELLON,1,1,1,73,True
COQUIMBO,364,5,LOS VILOS,1,1,2,452,True
ÑUBLE,365,06R,YUNGAY,1,1,1,40,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,366,EL GATO,COYHAIQUE,1,1,1,182,True
LOS LAGOS,367,CHANCO - PURRUCALHUE - QUITRAQUITRA,SAN PABLO,1,1,1,467,True
LA ARAUCANIA,368,SANTA ANA,VICTORIA,1,1,1,2346,True
ÑUBLE,369,MAIPO ABAJO,EL CARMEN,1,1,1,200,True
LA ARAUCANIA,370,TRICAUCO,TRAIGUEN,1,1,2,404,True
LA ARAUCANIA,371,SAN RAFAEL,ANGOL,1,1,1,39,True
ÑUBLE,372,LA MONTANA,COELEMU,1,1,1,113,True
LA ARAUCANIA,373,UNIDAD VECINAL 1 RURAL,LOS SAUCES,1,1,1,366,True
LA ARAUCANIA,374,LLEUPECO,PADRE LAS CASAS,1,1,1,5097,True
LOS LAGOS,375,TROSCO,SAN JUAN DE LA COSTA,1,1,3,431,True
LOS LAGOS,376,12R,HUALAIHUE,1,1,2,141,True
BIOBIO,377,GOMERO,HUALQUI,1,1,1,171,True
COQUIMBO,378,PUERTO OSCURO,CANELA,1,1,1,258,True
LOS LAGOS,379,8R,HUALAIHUE,1,1,2,517,True
BIOBIO,380,05R,SANTA JUANA,1,1,1,504,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,381,PUPUYA,NAVIDAD,1,1,3,1738,True
MAULE,382,4,EMPEDRADO,1,1,2,691,True
TARAPACA,383,005,HUARA,1,1,2,260,True
TARAPACA,384,01,CAMINA,1,1,1,62,True
LOS LAGOS,385,PULUQUI,CALBUCO,1,1,1,333,True
LOS RIOS,386,10R,LANCO,1,1,1,99,True
BIOBIO,387,22R,CANETE,1,1,2,332,True
LOS LAGOS,388,SIN DEF COMUNAL,DALCAHUE,1,1,1,74,False
LA ARAUCANIA,389,UNIDAD VECINAL RURAL 10,PITRUFQUEN,1,1,2,486,True
ÑUBLE,390,LA QUEBRADA,QUIRIHUE,1,1,2,188,True
LOS LAGOS,391,16,QUELLON,1,1,1,190,True
LA ARAUCANIA,392,UNIDAD VECINAL RURAL 6,PITRUFQUEN,1,1,2,778,True
LOS RIOS,393,9R,MARIQUINA,1,1,1,97,True
LA ARAUCANIA,394,UNIDAD VECINAL 4 RURAL,LOS SAUCES,1,1,2,716,True
ÑUBLE,395,3AR,COIHUECO,1,1,1,185,True
MAULE,396,SIN DEF COMUNAL,PARRAL,1,1,1,160,False
ARICA Y PARINACOTA,397,95,ARICA,1,1,1,43,True
MAULE,398,17,PARRAL,1,1,1,944,True
LA ARAUCANIA,399,JAUJA,COLLIPULLI,1,1,1,590,True
BIOBIO,400,CARIPILUN,ARAUCO,1,1,1,186,True
LA ARAUCANIA,401,RULO,NUEVA IMPERIAL,1,1,1,1250,True
ARICA Y PARINACOTA,402,6,CAMARONES,1,1,3,32,True
LA ARAUCANIA,403,BOTACURA,GORBEA,1,1,1,850,True
ATACAMA,404,LA LAJA,ALTO DEL CARMEN,1,1,1,74,True
VALPARAISO,405,021,LA LIGUA,1,1,1,2970,True
LOS RIOS,406,04R,MAFIL,1,1,2,418,True
ÑUBLE,407,04R,PORTEZUELO,1,1,2,285,True
LOS LAGOS,408,EL AZUL - EL TIGRE,PALENA,1,1,2,107,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,409,SAN ANTONIO DE PETREL,PICHILEMU,1,1,1,88,True
VALPARAISO,410,13,QUINTERO,1,1,1,114,True
LOS LAGOS,411,PORVENIR,RIO NEGRO,1,1,1,181,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,412,006R,LA ESTRELLA,1,1,1,87,True
BIOBIO,413,TOMECO,YUMBEL,1,1,1,1361,True
LA ARAUCANIA,414,EL ESFUERZO,PUREN,1,1,3,875,True
ÑUBLE,415,ISLA SAN VICENTE,EL CARMEN,1,1,1,186,True
LA ARAUCANIA,416,UNIDAD VECINAL 3,TRAIGUEN,1,1,2,3460,True
LA ARAUCANIA,417,HUAMAQUI,CHOLCHOL,1,1,2,4701,True
BIOBIO,418,14R,MULCHEN,1,1,1,191,True
LA ARAUCANIA,419,QUEULE,TOLTEN,1,1,3,2567,True
LOS LAGOS,420,MARICO,PUQUELDON,1,1,1,47,True
ÑUBLE,421,006,SAN NICOLAS,1,1,1,479,True
METROPOLITANA DE SANTIAGO,422,23,LA PINTANA,1,1,1,460,True
MAULE,423,12,PARRAL,1,1,1,118,True
COQUIMBO,424,SORUCO,COMBARBALA,1,1,1,210,True
LA ARAUCANIA,425,HUITRACO PICHICURARREHUE,CURARREHUE,1,1,2,736,True
VALPARAISO,426,ESTERO DE CHEPICA,EL TABO,1,1,1,145,True
LOS LAGOS,427,18,QUELLON,1,1,1,563,True
VALPARAISO,428,LINDERO AZUL,EL TABO,1,1,2,352,True
BIOBIO,429,012,FLORIDA,1,1,1,647,True
LOS LAGOS,430,CONICO,CASTRO,1,1,1,171,True
LOS LAGOS,431,14,QUELLON,1,1,1,362,True
BIOBIO,432,003,FLORIDA,1,1,2,571,True
COQUIMBO,433,7,LA HIGUERA,1,1,1,58,True
LA ARAUCANIA,434,MAITENREHUE,ANGOL,1,1,2,251,True
BIOBIO,435,TREGUACO,ARAUCO,1,1,1,109,True
ÑUBLE,436,01R,NIQUEN,1,1,2,358,True
ÑUBLE,437,28AR,COIHUECO,1,1,1,90,True
LA ARAUCANIA,438,UNIDAD VECINAL 1,TRAIGUEN,1,1,3,2372,True
LA ARAUCANIA,439,UNIDAD VECINAL RURAL 12,PITRUFQUEN,1,1,2,996,True
LA ARAUCANIA,440,UNION DE COMUNIDADES,ERCILLA,1,1,2,1984,True
COQUIMBO,441,10,LA HIGUERA,1,1,2,28,True
BIOBIO,442,QUIDICO,ARAUCO,1,1,1,461,True
LA ARAUCANIA,443,COYANCAHUIN,PUREN,1,1,3,201,True
LA ARAUCANIA,444,AILLINCO,GALVARINO,1,1,3,2554,True
LOS LAGOS,445,GUABUN,ANCUD,1,1,1,136,True
LOS LAGOS,446,EL MANIO,FRESIA,1,1,1,162,True
LOS RIOS,447,005,PANGUIPULLI,1,1,1,5819,True
LOS LAGOS,448,CALETA CONDOR,RIO NEGRO,1,1,1,72,True
ÑUBLE,449,009,NINHUE,1,1,2,700,True
TARAPACA,450,05,CAMINA,1,1,2,423,True
LOS LAGOS,451,PUCOPIO,SAN PABLO,1,1,2,117,True
BIOBIO,452,CHOROICO,NACIMIENTO,1,1,1,308,True
LOS LAGOS,453,BUTALCURA,DALCAHUE,1,1,1,903,True
BIOBIO,454,MANZANAL,QUILLECO,1,1,1,131,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,455,ALTO COLORADO,PICHILEMU,1,1,1,320,True
LA ARAUCANIA,456,NEHUENTUE,CARAHUE,1,1,3,1385,True
LOS LAGOS,457,EL DAO 2,CALBUCO,1,1,1,371,True
VALPARAISO,458,EL PUQUIO EL MEMBRILLAR,EL TABO,1,1,2,1916,True
ÑUBLE,459,017R,SAN CARLOS,1,1,1,523,True
LA ARAUCANIA,460,MAITE,CURARREHUE,1,1,2,613,True
ÑUBLE,461,006,NINHUE,1,1,2,587,True
ÑUBLE,462,08R,TREGUACO,1,1,2,219,True
LA ARAUCANIA,463,ENTRE RIOS,NUEVA IMPERIAL,1,1,1,1098,True
LA ARAUCANIA,464,TRANAMAN,PUREN,1,1,3,648,True
BIOBIO,465,19R,CANETE,1,1,2,423,True
LOS LAGOS,466,HUAPI ABTAO,CALBUCO,1,1,1,217,True
LA ARAUCANIA,467,MAHUIDA,TOLTEN,1,1,3,199,True
LOS LAGOS,468,CAGUACHE,QUINCHAO,1,1,2,264,True
LA ARAUCANIA,469,NIAGARA,VILCUN,1,1,1,1627,True
BIOBIO,470,008,FLORIDA,1,1,2,33,True
LOS LAGOS,471,7,QUELLON,1,1,1,218,True
ÑUBLE,472,27AR,COIHUECO,1,1,1,673,True
LOS LAGOS,473,TOCOIHUE,DALCAHUE,1,1,1,290,True
LA ARAUCANIA,474,EL COIHUE,CARAHUE,1,1,3,1773,True
ÑUBLE,475,SAN BERNARDO MECO,SAN IGNACIO,1,1,1,1001,True
METROPOLITANA DE SANTIAGO,476,22,LA PINTANA,1,1,1,24109,True
ÑUBLE,477,002,NINHUE,1,1,2,363,True
ÑUBLE,478,005,NINHUE,1,1,3,355,True
ARICA Y PARINACOTA,479,CERRO SOMBRERO Y ACHA,ARICA,1,1,1,1360,True
BIOBIO,480,LOS CASTILLOS MANQUEL LOS CANELOS,ANTUCO,1,1,2,306,True
LOS LAGOS,481,PUAUCHO,SAN JUAN DE LA COSTA,1,1,3,1028,True
LOS LAGOS,482,CHANQUIN HUENTEMO,CHONCHI,1,1,1,328,True
MAULE,483,EL RADAL,MOLINA,1,1,1,130,True
ÑUBLE,484,EL CALVARIO SANTA JUANA,SAN IGNACIO,1,1,1,744,True
LA ARAUCANIA,485,CUSACO,NUEVA IMPERIAL,1,1,1,6753,True
LA ARAUCANIA,486,TROVOLHUE,CARAHUE,1,1,3,1188,True
ÑUBLE,487,4R,SAN FABIAN,1,1,1,398,True
MAULE,488,06R,CUREPTO,1,1,1,287,True
ÑUBLE,489,VEGAS DE ITATA,COELEMU,1,1,2,305,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,490,23,SAN FERNANDO,1,1,1,572,True
LOS LAGOS,491,3R,HUALAIHUE,1,1,2,393,True
COQUIMBO,492,012,RIO HURTADO,1,1,1,13,True
LOS LAGOS,493,MIRAFLORES NATRI TEPUHUEICO,CHONCHI,1,1,1,663,True
LA ARAUCANIA,494,ALMAGRO,NUEVA IMPERIAL,1,1,2,384,True
LA ARAUCANIA,495,REIGOLIL,CURARREHUE,1,1,2,1211,True
LOS LAGOS,496,PUNTRA,ANCUD,1,1,1,127,True
LA ARAUCANIA,497,HUALPIN,TEODORO SCHMIDT,1,2,4,3877,True
LA ARAUCANIA,498,MELIPEUCO,MELIPEUCO,1,2,2,1418,True
LA ARAUCANIA,499,OREGON,ERCILLA,1,2,2,292,True
BIOBIO,500,12R,TUCAPEL,1,1,1,190,True
VALPARAISO,501,CASABLANCA,PUTAENDO,1,1,1,301,True
LA ARAUCANIA,502,ANCAHUAL,LONCOCHE,1,2,2,2354,True
BIOBIO,503,06R,SANTA JUANA,1,1,1,638,True
BIOBIO,504,14R,TUCAPEL,1,1,1,26,True
ÑUBLE,505,22AR,COIHUECO,1,1,1,706,True
LA ARAUCANIA,506,BOROA NORTE,TOLTEN,1,2,4,289,True
MAULE,507,20,PARRAL,1,1,1,806,True
ARICA Y PARINACOTA,508,2,CAMARONES,1,1,4,134,True
LOS LAGOS,509,GUAPILACUY,ANCUD,1,1,1,155,True
LOS RIOS,510,006,PANGUIPULLI,1,1,1,2864,True
ÑUBLE,511,LA AURORA,QUIRIHUE,1,1,3,266,True
LA ARAUCANIA,512,COLONIA HUICHAHUE,CUNCO,1,2,1,1923,True
ARICA Y PARINACOTA,513,SOCOROMA,PUTRE,1,1,3,94,True
VALPARAISO,514,207,VALPARAISO,1,1,1,566,True
ÑUBLE,515,04R,YUNGAY,1,1,1,487,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,516,SIN DEF COMUNAL,AYSEN,1,1,1,369,False
COQUIMBO,517,LOS CORRALES,CANELA,1,1,1,401,True
ÑUBLE,518,2R,QUILLON,1,1,3,1257,True
ATACAMA,519,MARQUESAS,ALTO DEL CARMEN,1,1,2,325,True
COQUIMBO,520,MANQUEHUA,COMBARBALA,1,1,1,889,True
MAULE,521,CARRERAS CORTAS,CHANCO,1,1,1,796,True
BIOBIO,522,LAS CORRIENTES,NACIMIENTO,1,1,1,151,True
LOS LAGOS,523,5,COCHAMO,1,1,3,488,True
BIOBIO,524,SIN DEF COMUNAL,LOTA,1,1,1,90,False
LA ARAUCANIA,525,UNIDAD VECINAL 3 RURAL,LOS SAUCES,1,2,2,1034,True
LOS LAGOS,526,CANTIAMO,SAN PABLO,1,1,2,164,True
LOS LAGOS,527,LIUCURA,SAN JUAN DE LA COSTA,1,1,3,643,True
BIOBIO,528,ESTACION RURAL,YUMBEL,1,1,1,1578,True
ARICA Y PARINACOTA,529,VISVIRI,GENERAL LAGOS,1,1,4,178,True
LOS LAGOS,530,RUTA 5,CALBUCO,1,1,1,691,True
LA ARAUCANIA,531,FLOR DEL VALLE,MELIPEUCO,1,2,3,617,True
BIOBIO,532,RAQUI,ARAUCO,1,1,2,858,True
ÑUBLE,533,010,RANQUIL,1,1,1,158,True
COQUIMBO,534,FASICO ALTO FASICO BAJO,CANELA,1,1,1,156,True
ÑUBLE,535,008,NINHUE,1,1,3,345,True
LOS LAGOS,536,BAHIA MANSA,SAN JUAN DE LA COSTA,1,1,4,1164,True
LOS RIOS,537,28R,VALDIVIA,1,1,1,499,True
LA ARAUCANIA,538,UNIDAD VECINAL 2,SAAVEDRA,1,2,4,1225,True
LA ARAUCANIA,539,LOS QUIQUES,PERQUENCO,1,2,1,1667,True
ÑUBLE,540,TAUCU,COBQUECURA,1,1,2,150,True
ATACAMA,541,RETAMOS,ALTO DEL CARMEN,1,1,2,274,True
ÑUBLE,542,011,NINHUE,1,1,3,309,True
TARAPACA,543,010,HUARA,1,1,2,74,True
VALPARAISO,544,005,EL QUISCO,1,1,2,3365,True
ÑUBLE,545,007R,PINTO,1,1,1,333,True
MAULE,546,EL CARMEN,LONGAVI,1,1,1,856,True
COQUIMBO,547,LAGARRIGUE,COMBARBALA,1,1,2,154,True
VALPARAISO,548,EL PARQUE,EL TABO,1,1,2,358,True
LA ARAUCANIA,549,HUELLANTO,GORBEA,1,2,2,800,True
LA ARAUCANIA,550,ADENCUL,VICTORIA,1,2,1,560,True
ÑUBLE,551,LA ACHIRA,COBQUECURA,1,1,3,220,True
LOS LAGOS,552,AHUI,ANCUD,1,1,1,316,True
LA ARAUCANIA,553,RENACO RAPAHUE,CHOLCHOL,1,2,3,3654,True
LOS LAGOS,554,CHUCAGUA,CALBUCO,1,1,1,272,True
LOS LAGOS,555,SAN RAMON,CALBUCO,1,1,1,316,True
BIOBIO,556,LA HOYADA,QUILLECO,1,1,1,144,True
BIOBIO,557,13R,TUCAPEL,1,1,1,393,True
LA ARAUCANIA,558,TUMUNTUCO,CUNCO,1,2,1,380,True
ÑUBLE,559,026R,SAN CARLOS,1,1,1,644,True
COQUIMBO,560,8,LA HIGUERA,1,1,2,499,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,561,ANGOSTURA SUR PONIENTE,MOSTAZAL,1,1,1,118,True
BIOBIO,562,PASO DE PIEDRA,HUALQUI,1,1,1,139,True
MAULE,563,21R,CAUQUENES,1,1,1,1409,True
ÑUBLE,564,QUEBRADA HONDA,COBQUECURA,1,1,3,335,True
BIOBIO,565,SARA DE LEBU,LOS ALAMOS,1,1,1,785,True
MAULE,566,AGUA FRIA,MOLINA,1,1,1,15,True
TARAPACA,567,004,COLCHANE,1,1,3,24,True
METROPOLITANA DE SANTIAGO,568,BANOS MORALES,SAN JOSE DE MAIPO,1,1,1,91,True
LOS LAGOS,569,20,QUELLON,1,1,1,351,True
ÑUBLE,570,016R,SAN CARLOS,1,1,1,497,True
LOS RIOS,571,ARQUILHUE,FUTRONO,1,1,1,942,True
MAULE,572,16R,CAUQUENES,1,1,1,389,True
ÑUBLE,573,10R,PEMUCO,1,1,1,137,True
ATACAMA,574,6,HUASCO,1,1,1,1187,True
VALPARAISO,575,SIN DEF COMUNAL,SAN ESTEBAN,1,1,1,78,False
LOS LAGOS,576,SAN  CARLOS,LOS MUERMOS,1,1,1,1189,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,577,3,RANCAGUA,1,1,1,1367,True
BIOBIO,578,011,FLORIDA,1,1,2,308,True
ÑUBLE,579,07R,YUNGAY,1,1,1,1904,True
LA ARAUCANIA,580,LLUFQUENTUE,GALVARINO,1,2,4,1913,True
LA ARAUCANIA,581,UNIDAD VECINAL RURAL 8,PITRUFQUEN,1,2,2,239,True
MAULE,582,EL MELADO,COLBUN,1,1,1,67,True
ÑUBLE,583,005R,PINTO,1,1,1,132,True
ÑUBLE,584,09R,PORTEZUELO,1,1,3,300,True
COQUIMBO,585,EL CHACAY,LA SERENA,1,1,1,11,True
COQUIMBO,586,PUNILLA,OVALLE,1,1,1,485,True
LOS LAGOS,587,AUCHO,QUEMCHI,1,1,1,414,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,588,CABECERAS,PAREDONES,1,1,1,2072,True
ÑUBLE,589,022R,SAN CARLOS,1,1,1,461,True
LOS LAGOS,590,LAJAS BLANCAS,ANCUD,1,1,1,176,True
LOS RIOS,591,HUICHAHUE,PAILLACO,1,1,1,678,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,592,PUERTO BERTRAND,CHILE CHICO,1,1,2,121,True
ÑUBLE,593,09R,PEMUCO,1,2,2,327,True
BIOBIO,594,EL POLIGONO,YUMBEL,1,1,2,68,True
BIOBIO,595,07R,TUCAPEL,1,1,1,43,True
LOS LAGOS,596,ISLA TAC,QUEMCHI,1,1,1,247,True
LOS LAGOS,597,MAICOLPUE,SAN JUAN DE LA COSTA,1,1,4,507,True
MAULE,598,19R,CAUQUENES,1,1,1,2149,True
BIOBIO,599,18R,TIRUA,1,1,3,218,True
ÑUBLE,600,MAYULERMO,SAN IGNACIO,1,2,2,737,True
VALPARAISO,601,ENRIQUE MEIGGS,LLAILLAY,1,1,1,643,True
TARAPACA,602,SIN DEF COMUNAL,PICA,1,1,1,296,False
VALPARAISO,603,SIN DEF COMUNAL,CABILDO,1,1,1,156,False
TARAPACA,604,SIN DEF COMUNAL,CAMINA,1,1,2,11,False
LOS LAGOS,605,BELBEN,ANCUD,1,1,1,262,True
BIOBIO,606,SAN FRANCISCO MILLAPOA,NACIMIENTO,1,1,2,465,True
COQUIMBO,607,PAMPA ABAJO,COMBARBALA,1,1,2,148,True
LA ARAUCANIA,608,EL RETIRO,MELIPEUCO,1,2,4,1174,True
MAULE,609,07R,CUREPTO,1,1,1,796,True
VALPARAISO,610,PLAYAS BLANCAS,EL TABO,1,1,2,1015,True
COQUIMBO,611,SAN CARLOS,VICUNA,1,1,1,123,True
BIOBIO,612,14R,CANETE,1,1,2,4983,True
MAULE,613,EL TRANSITO,LONGAVI,1,1,1,604,True
BIOBIO,614,06R,TIRUA,1,1,3,643,True
MAULE,615,13,RETIRO,1,1,1,640,True
LA ARAUCANIA,616,MARTINEZ DE ROSAS,FREIRE,1,2,1,5534,True
TARAPACA,617,SIN DEF COMUNAL,ALTO HOSPICIO,1,1,1,1135,False
ATACAMA,618,20,COPIAPO,1,1,1,3127,True
MAULE,619,1,PELLUHUE,1,1,3,3577,True
LOS LAGOS,620,7R,HUALAIHUE,1,1,2,108,True
ÑUBLE,621,MAIPO ARRIBA,EL CARMEN,1,2,2,164,True
LA ARAUCANIA,622,LUMACO,LUMACO,1,2,4,2967,True
LOS LAGOS,623,9R,HUALAIHUE,1,1,3,387,True
ÑUBLE,624,024R,SAN CARLOS,1,2,1,993,True
LOS LAGOS,625,CHOROIHUE,ANCUD,1,1,1,78,True
ÑUBLE,626,013R,SAN CARLOS,1,2,1,2519,True
LOS LAGOS,627,PUERTO RAMIREZ,PALENA,1,1,3,260,True
BIOBIO,628,18R,CANETE,1,1,2,23,True
METROPOLITANA DE SANTIAGO,629,15,LA PINTANA,1,1,1,9604,True
LOS RIOS,630,LLASQUENCO,FUTRONO,1,1,2,1566,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,631,EL RULO   MILLAHUE,COINCO,1,1,1,870,True
ÑUBLE,632,15R,QUILLON,1,2,3,862,True
MAULE,633,CARRIZAL,SAN JAVIER,1,1,1,599,True
BIOBIO,634,MIRRIHUE,ANTUCO,1,1,3,414,True
MAULE,635,16,PARRAL,1,1,1,568,True
ÑUBLE,636,009,RANQUIL,1,2,2,164,True
BIOBIO,637,YUMBEL RURAL,YUMBEL,1,1,2,2696,True
VALPARAISO,638,LA NACION,EL TABO,1,1,2,226,True
BIOBIO,639,EL CARMEN,HUALQUI,1,1,1,878,True
LA ARAUCANIA,640,LIUCURA,LONQUIMAY,1,2,3,575,True
BIOBIO,641,006,ALTO BIOBIO,1,1,3,915,True
ÑUBLE,642,SAN MIGUEL,SAN IGNACIO,1,2,2,1414,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,643,PUERTO SANCHEZ,RIO IBANEZ,1,1,3,92,True
COQUIMBO,644,EL SAUCE,COMBARBALA,1,1,2,246,True
VALPARAISO,645,SIN DEF COMUNAL,EL TABO,1,1,2,350,False
ÑUBLE,646,LA CAPILLA,EL CARMEN,1,2,2,133,True
LOS LAGOS,647,CATRUMAN,ANCUD,1,1,2,168,True
ÑUBLE,648,21AR,COIHUECO,1,2,1,520,True
BIOBIO,649,005,FLORIDA,1,1,2,353,True
LOS LAGOS,650,MISION SAN JUAN DE LA COSTA,SAN JUAN DE LA COSTA,1,1,4,654,True
LOS LAGOS,651,MEULIN,QUINCHAO,1,1,2,429,True
MAULE,652,LA PUNTILLA,LONGAVI,1,1,1,846,True
BIOBIO,653,CENTINELA,QUILLECO,1,1,2,194,True
MAULE,654,18R,CAUQUENES,1,1,1,746,True
LA ARAUCANIA,655,SANTA RITA,ANGOL,1,2,2,129,True
ÑUBLE,656,019R,SAN CARLOS,1,2,2,786,True
MAULE,657,SAN JOSE,LONGAVI,1,1,1,833,True
LA ARAUCANIA,658,CATRIPULLI,CURARREHUE,1,2,3,2018,True
LA ARAUCANIA,659,ROSARIO,VICTORIA,1,2,1,183,True
VALPARAISO,660,JUAN ASPEE,SAN ANTONIO,1,1,1,50,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,661,8,LOLOL,1,1,1,479,True
LA ARAUCANIA,662,TRUF TRUF,PADRE LAS CASAS,1,2,1,4176,True
VALPARAISO,663,002,EL QUISCO,1,1,2,3708,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,664,NUEVO REINO,PICHILEMU,1,1,2,132,True
LOS RIOS,665,10R,MARIQUINA,1,1,1,967,True
MAULE,666,LA SEXTA,LONGAVI,1,1,2,1056,True
LA ARAUCANIA,667,UNIDAD VECINAL 2,TRAIGUEN,1,2,3,4049,True
MAULE,668,15R,CAUQUENES,1,1,1,836,True
VALPARAISO,669,06R,EL QUISCO,1,1,3,1685,True
MAULE,670,PAHUIL,CHANCO,1,1,2,1119,True
VALPARAISO,671,17,QUINTERO,1,1,1,438,True
ÑUBLE,672,SAN ISIDRO,EL CARMEN,1,2,2,140,True
ATACAMA,673,21,COPIAPO,1,1,1,16,True
LA ARAUCANIA,674,LLAMUCO,VILCUN,1,2,1,2624,True
LA ARAUCANIA,675,VILLA LA UNION,NUEVA IMPERIAL,1,2,2,168,True
LOS LAGOS,676,EL MECHAL,LLANQUIHUE,1,1,1,47,True
LA ARAUCANIA,677,CHAIGNAL,GORBEA,1,2,2,994,True
MAULE,678,CHANCO SUR URBANO,CHANCO,1,1,2,2437,True
LA ARAUCANIA,679,AFUNALHUE,VILLARRICA,1,2,1,2812,True
BIOBIO,680,TRONGOL BAJO,LOS ALAMOS,1,1,1,47,True
BIOBIO,681,003,SAN ROSENDO,1,1,2,396,True
METROPOLITANA DE SANTIAGO,682,13,LA PINTANA,1,1,1,2749,True
MAULE,683,SECTOR NORTE DESDE RUTA L-30-M HASTA RÍO MAULE,CONSTITUCION,1,1,1,1238,True
LOS LAGOS,684,4R,HUALAIHUE,1,1,3,335,True
LOS LAGOS,685,HUELDEN,ANCUD,1,1,2,331,True
LA ARAUCANIA,686,MANZANACO,VICTORIA,1,2,1,399,True
VALPARAISO,687,12,QUINTERO,1,1,1,154,True
MAULE,688,10R,HUALANE,1,1,1,307,True
ÑUBLE,689,05R,NIQUEN,1,2,2,1188,True
LA ARAUCANIA,690,UNIDAD VECINAL 4,TRAIGUEN,1,2,3,489,True
ÑUBLE,691,MONTANA GARAY,SAN IGNACIO,1,2,2,488,True
VALPARAISO,692,SAN CARLOS ALTO,EL TABO,1,1,3,625,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,693,2R,LITUECHE,1,1,1,1230,True
BIOBIO,694,07R,SANTA BARBARA,1,1,1,1215,True
LOS RIOS,695,1R,LA UNION,1,1,1,2666,True
BIOBIO,696,CASA DE TABLAS,QUILLECO,1,1,2,442,True
COQUIMBO,697,CARQUINDANO,CANELA,1,1,1,198,True
LOS LAGOS,698,MALUCO NAYAHUE,QUEMCHI,1,1,1,102,True
VALPARAISO,699,CHEPICA BAJO,EL TABO,1,1,3,358,True
ÑUBLE,700,TREHUALEMU,EL CARMEN,1,2,2,185,True
MAULE,701,SECTOR SUR DESDE RUTA L-30-M,CONSTITUCION,1,1,1,360,True
MAULE,702,3,PELLUHUE,1,1,4,1884,True
LA ARAUCANIA,703,SAN GABRIEL,RENAICO,1,2,1,283,True
ARICA Y PARINACOTA,704,VALLE DE LLUTA,ARICA,1,1,1,668,True
LOS LAGOS,705,LAS ENCINAS,RIO NEGRO,1,1,1,117,True
BIOBIO,706,10R,SANTA BARBARA,1,1,1,658,True
BIOBIO,707,07R,TIRUA,1,1,3,466,True
LOS RIOS,708,ISLA HUAPI,FUTRONO,1,1,2,371,True
ÑUBLE,709,1U,QUILLON,1,2,3,11270,True
ANTOFAGASTA,710,SANTIAGO DE RIO GRANDE,SAN PEDRO DE ATACAMA,1,1,1,60,True
BIOBIO,711,09R,MULCHEN,1,1,1,181,True
LOS LAGOS,712,CHENIAO TAUCOLON,QUEMCHI,1,1,2,174,True
LA ARAUCANIA,713,QUINENAHUIN,CURARREHUE,1,2,3,295,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,714,7,LOLOL,1,1,2,803,True
MAULE,715,RINCONADA DE BOTALCURA,PENCAHUE,1,1,1,143,True
ÑUBLE,716,005,SAN NICOLAS,1,2,1,852,True
BIOBIO,717,12R,TIRUA,1,1,3,511,True
LOS LAGOS,718,MORROLOBOS QUELER,QUEMCHI,1,1,2,202,True
COQUIMBO,719,002,PUNITAQUI,1,1,3,1605,True
BIOBIO,720,013,FLORIDA,1,1,2,456,True
MAULE,721,LAS JUNTAS,PENCAHUE,1,1,1,242,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,722,LOS ROBLES,PICHILEMU,1,1,2,158,True
LOS LAGOS,723,SIN DEF COMUNAL,CHAITEN,1,1,2,3,False
LOS LAGOS,724,CALLE,ANCUD,1,1,2,193,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,725,EL ALMENDRAL,CHEPICA,1,1,1,731,True
BIOBIO,726,VILLA LAS ROSAS,ANTUCO,1,1,3,593,True
BIOBIO,727,PANGUE,LOS ALAMOS,1,1,1,580,True
MAGALLANES Y DE LA ANTARTICA CHILENA,728,SAN GREGORIO,SAN GREGORIO,1,1,2,145,True
ÑUBLE,729,3R,QUILLON,1,2,4,910,True
TARAPACA,730,006,HUARA,1,1,3,85,True
